project,percent_coverage_s,statement_coverage,percent_coverage_c,checked_coverage
project,10,False,10,True
project,10,False,10,False
project,10,False,10,False
project,10,False,10,False
project,10,False,10,False
project,10,False,10,False
project,10,False,10,False
project,10,False,10,True
project,10,False,10,False
project,10,True,10,False
project,10,False,10,False
project,10,False,10,False
project,10,False,10,False
project,10,False,10,False
project,10,False,10,False
project,10,False,10,False
project,10,False,10,False
project,10,False,10,True
project,10,False,10,True
project,10,False,10,False
project,10,False,10,True
project,10,False,10,False
project,10,False,10,False
project,10,False,10,False
project,10,False,10,True
project,10,False,10,False
project,10,False,10,True
project,10,False,10,False
project,10,False,10,False
project,10,False,10,True
project,10,False,10,False
project,10,False,10,True
project,10,False,10,False
project,10,False,10,False
project,10,False,10,False
project,10,False,10,True
project,10,False,10,True
project,10,False,10,False
project,10,False,10,False
project,10,False,10,True
project,10,False,10,False
project,10,False,10,False
project,10,False,10,False
project,10,False,10,False
project,10,False,10,False
project,10,False,10,False
project,10,False,10,True
project,10,False,10,False
project,10,False,10,False
project,10,False,10,False
project,10,False,10,False
project,10,False,10,False
project,10,False,10,False
project,10,False,10,False
project,10,False,10,False
project,10,False,10,False
project,10,False,10,False
project,10,False,10,True
project,10,False,10,False
project,10,False,10,False
project,10,False,10,False
project,10,False,10,False
project,10,False,10,False
project,10,False,10,False
project,10,False,10,False
project,10,False,10,False
project,10,False,10,True
project,10,False,10,True
project,10,False,10,False
project,10,False,10,False
project,10,False,10,False
project,10,False,10,False
project,10,False,10,False
project,10,False,10,False
project,10,False,10,True
project,10,False,10,True
project,10,False,10,False
project,10,False,10,False
project,10,False,10,False
project,10,False,10,True
project,10,False,10,False
project,10,False,10,False
project,10,False,10,False
project,10,False,10,False
project,10,False,10,False
project,10,False,10,False
project,10,False,10,True
project,10,False,10,False
project,10,False,10,True
project,10,False,10,False
project,10,False,10,True
project,10,False,10,False
project,10,False,10,True
project,10,False,10,True
project,10,False,10,False
project,10,False,10,True
project,10,False,10,False
project,10,False,10,False
project,10,False,10,False
project,10,False,10,False
project,10,False,10,False
project,10,False,10,False
project,10,False,10,False
project,10,False,10,False
project,10,False,10,False
project,10,False,10,False
project,10,False,10,False
project,10,False,10,False
project,10,False,10,False
project,10,False,10,False
project,10,False,10,False
project,10,False,10,True
project,10,False,10,False
project,10,False,10,True
project,10,False,10,True
project,10,False,10,False
project,10,False,10,False
project,10,False,10,False
project,10,False,10,False
project,10,False,10,False
project,10,False,10,False
project,10,False,10,True
project,10,False,10,False
project,10,False,10,False
project,10,False,10,False
project,10,False,10,False
project,10,False,10,True
project,10,False,10,False
project,10,False,10,False
project,10,False,10,False
project,10,False,10,False
project,10,False,10,False
project,10,False,10,False
project,10,False,10,False
project,10,False,10,False
project,10,False,10,True
project,10,False,10,True
project,10,False,10,False
project,10,False,10,False
project,10,False,10,False
project,10,False,10,False
project,10,False,10,False
project,10,False,10,False
project,10,False,10,False
project,10,False,10,False
project,10,False,10,False
project,10,False,10,False
project,15,False,15,False
project,15,False,15,True
project,15,False,15,False
project,15,False,15,True
project,15,False,15,True
project,15,False,15,False
project,15,False,15,False
project,15,False,15,False
project,15,False,15,False
project,15,False,15,True
project,15,False,15,False
project,15,False,15,False
project,15,False,15,True
project,15,False,15,False
project,15,False,15,False
project,15,False,15,True
project,15,False,15,False
project,15,False,15,True
project,15,False,15,True
project,15,False,15,True
project,15,False,15,True
project,15,False,15,False
project,15,False,15,False
project,15,False,15,False
project,15,False,15,False
project,15,False,15,False
project,15,False,15,False
project,15,False,15,True
project,15,False,15,True
project,15,False,15,True
project,15,False,15,True
project,15,False,15,True
project,15,False,15,False
project,15,False,15,False
project,15,False,15,True
project,15,False,15,False
project,15,False,15,False
project,15,False,15,True
project,15,False,15,True
project,15,False,15,True
project,15,False,15,False
project,15,False,15,False
project,15,False,15,True
project,15,False,15,True
project,15,False,15,True
project,15,False,15,True
project,15,False,15,True
project,15,False,15,True
project,15,False,15,False
project,15,False,15,True
project,15,False,15,True
project,15,False,15,True
project,15,False,15,True
project,15,False,15,True
project,15,False,15,True
project,15,False,15,True
project,15,False,15,True
project,15,False,15,False
project,15,False,15,True
project,15,False,15,True
project,15,False,15,True
project,15,False,15,True
project,15,False,15,True
project,15,False,15,False
project,15,False,15,False
project,15,False,15,False
project,15,False,15,True
project,15,False,15,False
project,15,False,15,True
project,15,False,15,False
project,15,False,15,True
project,15,False,15,False
project,15,False,15,False
project,15,False,15,True
project,15,False,15,False
project,15,False,15,True
project,15,False,15,False
project,15,False,15,False
project,15,False,15,False
project,15,False,15,True
project,15,False,15,False
project,15,False,15,True
project,15,False,15,True
project,15,False,15,True
project,15,False,15,True
project,15,False,15,False
project,15,False,15,True
project,15,False,15,True
project,15,False,15,False
project,15,False,15,True
project,15,False,15,True
project,15,False,15,True
project,15,False,15,True
project,15,False,15,True
project,15,False,15,True
project,15,False,15,True
project,15,False,15,True
project,15,False,15,False
project,15,False,15,False
project,15,False,15,True
project,15,False,15,False
project,15,False,15,False
project,15,False,15,False
project,15,False,15,True
project,15,False,15,False
project,15,False,15,True
project,15,False,15,False
project,15,False,15,False
project,15,False,15,True
project,15,False,15,False
project,15,False,15,False
project,15,False,15,False
project,15,False,15,False
project,15,False,15,True
project,15,False,15,False
project,15,False,15,True
project,15,False,15,True
project,15,False,15,True
project,15,False,15,True
project,15,False,15,False
project,15,False,15,True
project,15,False,15,False
project,15,False,15,True
project,15,False,15,True
project,15,False,15,True
project,15,False,15,True
project,15,False,15,True
project,15,False,15,True
project,15,False,15,False
project,15,False,15,False
project,15,False,15,False
project,15,False,15,True
project,15,False,15,True
project,15,False,15,False
project,15,False,15,False
project,15,False,15,False
project,15,False,15,True
project,15,False,15,False
project,15,False,15,False
project,15,False,15,True
project,15,False,15,False
project,15,False,15,True
project,15,False,15,False
project,15,False,15,True
project,15,False,15,False
project,15,False,15,False
project,15,False,15,True
project,15,False,15,False
project,15,False,15,False
project,15,False,15,False
project,15,False,15,True
project,15,False,15,False
project,15,False,15,True
project,15,False,15,True
project,15,False,15,True
project,15,False,15,True
project,15,False,15,True
project,15,False,15,True
project,15,False,15,False
project,15,False,15,False
project,15,False,15,True
project,15,False,15,True
project,15,False,15,True
project,15,False,15,True
project,15,False,15,True
project,15,False,15,False
project,15,False,15,False
project,15,False,15,True
project,15,False,15,False
project,15,False,15,True
project,15,False,15,True
project,15,False,15,False
project,15,False,15,False
project,15,False,15,False
project,15,False,15,True
project,15,False,15,False
project,15,False,15,True
project,15,False,15,True
project,15,False,15,True
project,15,False,15,False
project,15,False,15,False
project,15,False,15,True
project,15,False,15,False
project,15,False,15,True
project,15,False,15,False
project,15,False,15,False
project,15,False,15,False
project,15,False,15,False
project,15,False,15,True
project,15,False,15,False
project,15,False,15,True
project,15,False,15,True
project,15,False,15,True
project,15,False,15,True
project,15,False,15,True
project,15,False,15,True
project,15,False,15,False
project,15,False,15,True
project,15,False,15,True
project,15,False,15,True
project,15,False,15,True
project,15,False,15,True
project,15,False,15,False
project,15,False,15,True
project,15,False,15,False
project,15,False,15,False
project,15,False,15,True
project,15,False,15,False
project,15,False,15,False
project,15,False,15,True
project,15,False,15,True
project,15,False,15,False
project,15,False,15,True
project,15,False,15,False
project,15,False,15,True
project,15,False,15,True
project,15,False,15,True
project,15,False,15,False
project,15,False,15,False
project,15,False,15,True
project,15,False,15,False
project,15,False,15,False
project,15,False,15,True
project,15,False,15,True
project,15,False,15,False
project,15,False,15,True
project,15,False,15,False
project,15,False,15,False
project,15,False,15,True
project,15,False,15,True
project,15,False,15,True
project,15,False,15,True
project,15,False,15,True
project,15,False,15,True
project,15,False,15,False
project,15,False,15,True
project,15,False,15,True
project,15,False,15,True
project,15,False,15,True
project,15,False,15,False
project,15,False,15,True
project,15,False,15,False
project,15,False,15,False
project,15,False,15,True
project,15,False,15,True
project,15,False,15,True
project,15,False,15,False
project,15,False,15,False
project,15,False,15,True
project,15,False,15,False
project,15,False,15,False
project,15,False,15,True
project,15,False,15,True
project,15,False,15,True
project,15,False,15,True
project,15,False,15,False
project,15,False,15,False
project,15,False,15,True
project,15,False,15,True
project,15,False,15,False
project,15,False,15,True
project,15,False,15,True
project,15,False,15,False
project,15,False,15,False
project,15,False,15,True
project,15,False,15,False
project,15,False,15,True
project,15,False,15,True
project,15,False,15,False
project,15,False,15,False
project,15,False,15,True
project,15,False,15,True
project,15,False,15,True
project,15,False,15,True
project,15,False,15,True
project,15,False,15,True
project,15,False,15,False
project,15,False,15,False
project,15,False,15,True
project,15,False,15,True
project,15,False,15,False
project,15,False,15,True
project,15,False,15,True
project,15,False,15,False
project,15,False,15,False
project,15,False,15,True
project,15,False,15,True
project,15,False,15,False
project,15,False,15,True
project,15,False,15,True
project,15,False,15,True
project,15,False,15,False
project,15,False,15,False
project,15,False,15,False
project,15,False,15,True
project,15,False,15,True
project,15,False,15,False
project,15,False,15,False
project,15,False,15,True
project,15,False,15,True
